Job_Role,Pay,Location,State,Submit_Date,Hire_Date
SENIOR IT DATABASE ENGINEER,122782,DALLAS TX,TX,9/21/2018,10/1/2018
SENIOR MANAGER,92019,TYSONS CORNER VA,VA,7/9/2018,12/14/2018
SENIOR MANAGER,162573,MORRISVILLE NC,NC,10/31/2018,12/1/2018
SENIOR MANAGER DATA SCIENCE,160930,SAN FRANCISCO CA,CA,2/7/2018,2/19/2018
SENIOR MANAGER DATA SCIENCE,168189,SAN FRANCISCO CA,CA,8/30/2018,9/17/2018
SENIOR MANAGER HEROKU,133099,SAN FRANCISCO CA,CA,10/3/2018,10/8/2018
SENIOR MANAGER PAYROLL,151715,SAN FRANCISCO CA,CA,8/30/2018,9/17/2018
SENIOR MANAGER PRICING STRATEGY,120432,SAN FRANCISCO CA,CA,5/3/2018,10/19/2018
SENIOR MANAGER PRICING STRATEGY,151986,SAN FRANCISCO CA,CA,4/24/2018,10/19/2018
SENIOR MANAGER PRODUCT MANAGEMENT,201094,SAN FRANCISCO CA,CA,7/19/2018,1/14/2019
SENIOR MANAGER PRODUCTION MANAGEMENT,163134,SAN FRANCISCO CA,CA,3/6/2018,9/5/2018
SENIOR MANAGER RELEASE ENGINEERING,107952,TAMPA FL,FL,5/17/2018,5/28/2018
SENIOR MANAGER SITE RELIABILITY ENGINEERING,168189,SAN FRANCISCO CA,CA,7/31/2018,8/13/2018
SENIOR MANAGER SOFTWARE ENGINEERING,142168,SAN FRANCISCO CA,CA,4/24/2018,10/19/2018
SENIOR MANAGER SOFTWARE ENGINEERING,142168,SAN FRANCISCO CA,CA,4/3/2018,10/1/2018
SENIOR MANAGER SOFTWARE ENGINEERING,142168,SAN FRANCISCO WA,WA,2/12/2018,7/21/2018
SENIOR MANAGER SOFTWARE ENGINEERING,151590,BELLEVUE WA,WA,4/5/2018,10/1/2018
SENIOR MANAGER SOFTWARE ENGINEERING,151590,ISSAQUAH WA,WA,4/17/2018,10/1/2018
SENIOR MANAGER SOFTWARE ENGINEERING,155147,PALO ALTO CA,CA,5/30/2018,11/24/2018
SENIOR MANAGER SOFTWARE ENGINEERING,163134,SAN FRANCISCO CA,CA,6/13/2018,12/3/2018
SENIOR MANAGER SOFTWARE ENGINEERING,168189,SAN FRANCISCO CA,CA,10/23/2018,4/18/2019
SENIOR MANAGER SOFTWARE ENGINEERING,168189,SAN FRANCISCO CA,CA,11/1/2018,4/28/2019
SENIOR MANAGER SOFTWARE ENGINEERING,181522,BELLEVUE WA,WA,3/2/2018,8/16/2018
SENIOR MANAGER SOFTWARE ENGINEERING,195187,SAN FRANCISCO CA,CA,2/23/2018,8/11/2018
SENIOR MANAGER SOFTWARE ENGINEERING,195187,SAN FRANCISCO CA,CA,5/23/2018,6/4/2018
SENIOR MANAGER SOOFTWARE ENGINEERING,181522,BELLEVUE WA,WA,3/1/2018,8/16/2018
SENIOR MANAGER SYSTEMS SPECIALIST,168189,SAN FRANCISCO CA,CA,10/15/2018,4/4/2019
SENIOR MANAGER SYSTEMS SPECIALIST,168189,SAN FRANCISCO CA,CA,8/31/2018,9/7/2018
SENIOR MANAGER SYSTEMS SPECIALIST,168189,SAN FRANCISCO CA,CA,9/12/2018,9/20/2018
SENIOR MANAGER TECHNICAL PROGRAM MANAGEMENT,163134,SAN FRANCISCO CA,CA,4/13/2018,4/23/2018
SENIOR MANAGER USER EXPERIENCE,110261,SAN FRANCISCO CA,CA,6/11/2018,12/10/2018
SENIOR MANAGING DIRECTOR INNOVATION CONSULTING,136968,NEW YORK NY,NY,4/19/2018,5/1/2018
SENIOR MANAGING DIRECTOR INNOVATION CONSULTING,185328,NEW YORK NY,NY,4/3/2018,5/1/2018
SENIOR MANAGING DIRECTOR INNOVATION CONSULTING,128856,NEW YORK NY,NY,9/6/2018,9/10/2018
SENIOR MANAGING DIRECTOR INNOVATION CONSULTING,195395,NEW YORK NY,NY,9/6/2018,9/10/2018
SENIOR MEMBER OF  TECHNICAL STAFF -  FULL STACH ENGINEER,142168,SAN FRANCISCO CA,CA,2/21/2018,8/3/2018
SENIOR MEMBER OF TECHNICAL STAFF,95805,INDIANAPOLIS IN,IN,5/4/2018,5/14/2018
SENIOR MEMBER OF TECHNICAL STAFF,120848,HILLSBORO OR,OR,2/6/2018,2/19/2018
SENIOR MEMBER OF TECHNICAL STAFF,122429,SAN FRANCISCO CA,CA,3/15/2018,9/14/2018
SENIOR MEMBER OF TECHNICAL STAFF,122429,SAN FRANCISCO CA,CA,3/2/2018,8/31/2018
SENIOR MEMBER OF TECHNICAL STAFF,126235,DALLAS TX,TX,11/7/2018,11/19/2018
SENIOR MEMBER OF TECHNICAL STAFF,126235,DALLAS TX,TX,8/10/2018,8/27/2018
SENIOR MEMBER OF TECHNICAL STAFF,135283,NEW YORK NY,NY,2/9/2018,8/2/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,1/19/2018,1/29/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,6/6/2018,6/20/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,3/6/2018,3/19/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,5/18/2018,5/28/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,1/30/2018,2/1/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,3/1/2018,8/15/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,1/19/2018,2/1/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,6/14/2018,6/25/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,2/12/2018,7/20/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,3/22/2018,3/27/2018
SENIOR MEMBER OF TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,4/6/2018,4/30/2018
SENIOR MEMBER OF TECHNICAL STAFF,147597,SAN FRANCISCO CA,CA,10/22/2018,11/5/2018
SENIOR MEMBER OF TECHNICAL STAFF,147597,SAN FRANCISCO CA,CA,7/2/2018,7/16/2018
SENIOR MEMBER OF TECHNICAL STAFF,151590,BELLEVUE WA,WA,3/9/2018,3/10/2018
SENIOR MEMBER OF TECHNICAL STAFF,154315,BELLEVUE WA,WA,7/10/2018,7/23/2018
SENIOR MEMBER OF TECHNICAL STAFF,155147,PALO ALTO CA,CA,3/26/2018,9/25/2018
SENIOR MEMBER OF TECHNICAL STAFF,157706,SAN FRANCISCO CA,CA,7/18/2018,7/30/2018
SENIOR MEMBER OF TECHNICAL STAFF,174117,SAN FRANCISCO CA,CA,11/7/2018,11/19/2018
SENIOR MEMBER OF TECHNICAL STAFF DETECTION CLOUD,133931,SAN FRANCISCO CA,CA,5/9/2018,5/21/2018
SENIOR MEMBER OF TECHNICAL STAFF QUALITY ASSURANCE,107640,PORTLAND OR,OR,11/14/2018,12/3/2018
SENIOR MEMBER OF TECHNICAL STAFF SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,3/29/2018,8/10/2018
SENIOR MEMBER OF TECHNICAL STAFF SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,3/1/2018,8/10/2018
SENIOR MEMBER OF TECHNICAL STAFF SOFTWARE ENGINEERING,95805,INDIANAPOLIS IN,IN,4/12/2018,10/10/2018
SENIOR MEMBER OF TECHNICAL STAFF SOFTWARE ENGINEERING,133806,BELLEVUE WA,WA,11/1/2018,4/25/2019
SENIOR MEMBER OF TECHNICAL STAFF SOFTWARE ENGINEERING,142168,SAN FRANCISCO CA,CA,2/24/2018,8/15/2018
SENIOR MEMBER OF THE TECHNICAL STAFF,138091,SAN FRANCISCO CA,CA,8/31/2018,9/10/2018
SENIOR MEMBER OF THE TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,2/5/2018,2/19/2018
SENIOR MEMBER TECHNICAL STAFF,142168,SAN FRANCISCO CA,CA,4/3/2018,9/24/2018
SENIOR NETWORK ENGINEER,161179,SAN FRANCISCO CA,CA,4/9/2018,4/13/2018
SENIOR NETWORK SECURITY ENGINEER,133931,SAN FRANCISCO CA,CA,2/6/2018,2/20/2018
SENIOR PLATFORM ENGINEER,157706,SAN FRANCISCO CA,CA,10/19/2018,12/1/2018
SENIOR PORTFOLIO SUCCESS MANAGER,119440,IRVINE CA,CA,3/19/2018,9/8/2018
SENIOR PORTFOLIO SUCCESS MANAGER,125000,IRVINE CA,CA,3/15/2018,9/8/2018
SENIOR PRINCIPAL SUCCESS MANAGER,197808,NEW YORK NY,NY,3/5/2018,7/29/2018
SENIOR PRODUCT ANALYST,121077,SAN FRANCISCO CA,CA,10/1/2018,10/15/2018
SENIOR PRODUCT DESIGNER,80205,NEW YORK NY,NY,3/6/2018,8/20/2018
SENIOR PRODUCT DESIGNER ANALYTICS UX,84864,SAN FRANCISCO CA,CA,1/8/2018,1/22/2018
SENIOR PRODUCT MANAGEMENT- LIGHTNING DATA,163134,SAN FRANCISCO CA,CA,3/2/2018,3/19/2018
SENIOR PRODUCT MANAGEMENT-LIGHTNING DATA,163134,SAN FRANCISCO CA,CA,3/2/2018,3/19/2018
SENIOR PRODUCT MANAGER,104250,SAN FRANCISCO CA,CA,2/8/2018,8/7/2018
SENIOR PRODUCT MANAGER,104250,SAN FRANCISCO CA,CA,3/8/2018,9/1/2018
SENIOR PRODUCT MANAGER,120432,SAN FRANCISCO CA,CA,2/15/2018,7/30/2018
SENIOR PRODUCT MANAGER,139277,SAN FRANCISCO CA,CA,1/19/2018,6/29/2018
SENIOR PRODUCT MANAGER,139277,SAN FRANCISCO CA,CA,2/2/2018,6/29/2018
SENIOR PRODUCT MANAGER,154690,BURLINGTON MA,MA,1/2/2018,3/17/2018
SENIOR PRODUCT MANAGER,154690,BURLINGTON MA,MA,1/4/2018,3/17/2018
SENIOR PRODUCT MANAGER,157394,MIAMI BEACH FL,FL,2/7/2018,6/29/2018
SENIOR PRODUCT MANAGER,157706,SAN FRANCISCO CA,CA,10/22/2018,4/20/2019
SENIOR PRODUCT MANAGER,163134,SAN FRANCISCO CA,CA,3/2/2018,3/5/2018
SENIOR PRODUCT MANAGER,168189,SAN FRANCISCO CA,CA,9/25/2018,10/8/2018
SENIOR PRODUCT MANAGER,168189,SAN FRANCISCO CA,CA,10/17/2018,10/29/2018
SENIOR PRODUCT MANAGER,168189,SAN FRANCISCO CA,CA,9/6/2018,9/24/2018
SENIOR PRODUCT MANAGER,168189,SAN FRANCISCO CA,CA,7/10/2018,7/23/2018
SENIOR PRODUCT MANAGER,168189,SAN FRANCISCO CA,CA,7/10/2018,7/23/2018
SENIOR PRODUCT MANAGER,189197,SAN FRANCISCO CA,CA,6/18/2018,7/2/2018
SENIOR PRODUCT MANAGER,195187,SAN FRANCISCO CA,CA,2/13/2018,2/22/2018
SENIOR PRODUCT MANAGER INSTRUMENTATION,140046,SAN FRANCISCO CA,CA,5/8/2018,5/14/2018
SENIOR PRODUCT MANAGER SALESFORCEIQ FOUNDATION,195187,SAN FRANCISCO CA,CA,4/30/2018,5/7/2018
SENIOR PRODUCT SECURITY ENGINEER,133931,SAN FRANCISCO CA,CA,2/20/2018,8/15/2018
SENIOR PRODUCT SECURITY ENGINEER,136926,SAN FRANCISCO CA,CA,8/9/2018,8/20/2018
SENIOR PRODUCT SECURITY ENGINEER,174117,SAN FRANCISCO CA,CA,10/8/2018,4/5/2019
SENIOR PROGRAM ARCHITECT,108638,CORCORAN MN,MN,3/22/2018,8/24/2018
SENIOR PROGRAM ARCHITECT,109013,CORCORAN MN,MN,3/2/2018,8/24/2018
SENIOR PROGRAM ARCHITECT,112840,TRACY CA,CA,3/3/2018,8/11/2018
SENIOR PROGRAM ARCHITECT,122429,SAN FRANCISCO CA,CA,2/26/2018,8/26/2018
SENIOR PROGRAM ARCHITECT,122782,FRISCO TX,TX,11/1/2018,3/21/2019
SENIOR PROGRAM ARCHITECT,122782,FRISCO TX,TX,9/18/2018,3/14/2019
SENIOR PROGRAM ARCHITECT,133141,SAN FRANCISCO CA,CA,3/2/2018,8/24/2018
SENIOR PROGRAM ARCHITECT,135283,NEW YORK NY,NY,3/27/2018,9/26/2018
SENIOR PROGRAM ARCHITECT,139277,SAN FRANCISCO CA,CA,1/24/2018,7/14/2018
SENIOR PROGRAM ARCHITECT,142168,SAN FRANCISCO CA,CA,3/4/2018,8/28/2018
SENIOR PROGRAM ARCHITECT,152984,SAN FRANCISCO CA,CA,2/6/2018,7/14/2018
SENIOR PROGRAM ARCHITECT,163072,RENO NV,NV,9/4/2018,9/17/2018
SENIOR PROGRAM ARCHITECT,163072,RENO CA,CA,9/12/2018,9/17/2018
SENIOR PROGRAM ARCHITECT,163072,RENO NV,NV,9/4/2018,9/17/2018
SENIOR PROGRAM ARCHITECT,163238,PLANO TX,TX,7/6/2018,7/23/2018
SENIOR PROGRAM ARCHITECT,170061,SAN RAMON CA,CA,9/12/2018,9/24/2018
SENIOR PROGRAM ARCHITECT,195187,SAN FRANCISCO CA,CA,2/8/2018,8/8/2018
SENIOR PROGRAM MANAGER,85530,NEW YORK NY,NY,3/26/2018,9/25/2018
SENIOR PROGRAN ARCHITECT,161179,SAN FRANCISCO CA,CA,1/23/2018,7/14/2018
SENIOR QA ENGINEER,142168,SAN FRANCISCO CA,CA,4/4/2018,4/16/2018
SENIOR QUALITY ENGINEER,95805,INDIANAPOLIS IN,IN,6/11/2018,12/10/2018
SENIOR RELEASE ENGINEER,142168,SAN FRANCISCO CA,CA,1/11/2018,6/25/2018
SENIOR RELEASE ENGINEER,142168,SAN FRANCISCO CA,CA,4/9/2018,4/23/2018
SENIOR RELIABILITY ENGINEER,122429,SAN FRANCISCO CA,CA,1/9/2018,1/22/2018
SENIOR RESEARCH STAFF,158163,PALO ALTO CA,CA,9/4/2018,9/10/2018
SENIOR SITE RELIABILITY ENGINEER,164674,PALO ALTO CA,CA,10/26/2018,11/12/2018
SENIOR SOFTWARE ENGINEER,95805,INDIANAPOLIS IN,IN,3/14/2018,3/26/2018
SENIOR SOFTWARE ENGINEER,95805,INDIANAPOLIS IN,IN,4/27/2018,10/27/2018
SENIOR SOFTWARE ENGINEER,98155,INDIANAPOLIS IN,IN,10/30/2018,5/1/2019
SENIOR SOFTWARE ENGINEER,98155,INDIANAPOLIS IN,IN,7/25/2018,8/6/2018
SENIOR SOFTWARE ENGINEER,100714,INDIANAPOLIS IN,IN,7/16/2018,7/30/2018
SENIOR SOFTWARE ENGINEER,100714,INDIANAPOLIS IN,IN,8/30/2018,2/26/2019
SENIOR SOFTWARE ENGINEER,100714,INDIANAPOLIS IN,IN,9/11/2018,3/1/2019
SENIOR SOFTWARE ENGINEER,100714,INDIANAPOLIS IN,IN,8/8/2018,2/5/2019
SENIOR SOFTWARE ENGINEER,100714,INDIANAPOLIS IN,IN,9/18/2018,10/2/2018
SENIOR SOFTWARE ENGINEER,107266,LOUISVILLE CO,CO,2/26/2018,8/26/2018
SENIOR SOFTWARE ENGINEER,123885,DURHAM NC,NC,6/20/2018,6/25/2018
SENIOR SOFTWARE ENGINEER,125000,INDIANAPOLIS IN,IN,3/15/2018,9/13/2018
SENIOR SOFTWARE ENGINEER,126402,LOUISVILLE CO,CO,5/11/2018,5/21/2018
SENIOR SOFTWARE ENGINEER,132080,BELLEVUE WA,WA,1/17/2018,1/17/2018
SENIOR SOFTWARE ENGINEER,133806,BELLEVUE WA,WA,11/16/2018,11/26/2018
SENIOR SOFTWARE ENGINEER,134618,BELLEVUE WA,WA,5/9/2018,5/28/2018
SENIOR SOFTWARE ENGINEER,134618,BELLEVUE WA,WA,5/8/2018,5/28/2018
SENIOR SOFTWARE ENGINEER,134618,BELLEVUE WA,WA,5/7/2018,5/28/2018
SENIOR SOFTWARE ENGINEER,138778,BELLEVUE WA,WA,10/9/2018,10/22/2018
SENIOR SOFTWARE ENGINEER,138778,BELLEVUE WA,WA,10/30/2018,11/13/2018
SENIOR SOFTWARE ENGINEER,138778,BELLEVUE WA,WA,8/10/2018,8/27/2018
SENIOR SOFTWARE ENGINEER,138778,BELLEVUE WA,WA,7/26/2018,8/6/2018
SENIOR SOFTWARE ENGINEER,138861,NEW YORK NY,NY,10/19/2018,4/15/2019
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,5/1/2018,10/30/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,3/1/2018,8/15/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,4/11/2018,10/1/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,3/2/2018,8/16/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,1/15/2018,7/15/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,4/11/2018,10/5/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,3/20/2018,9/9/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,1/12/2018,1/22/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,1/10/2018,4/12/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,4/23/2018,10/12/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,5/8/2018,10/5/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,5/9/2018,11/6/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,4/5/2018,4/16/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,2/9/2018,8/2/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,1/29/2018,2/12/2018
SENIOR SOFTWARE ENGINEER,142168,SAN FRANCISCO CA,CA,6/26/2018,7/9/2018
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,9/25/2018,10/8/2018
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,9/25/2018,10/8/2018
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,10/10/2018,4/10/2019
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,11/7/2018,11/21/2018
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,11/7/2018,5/8/2019
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,7/27/2018,8/13/2018
SENIOR SOFTWARE ENGINEER,147597,SAN FRANCISCO CA,CA,7/30/2018,8/13/2018
SENIOR SOFTWARE ENGINEER,151590,BELLEVUE WA,WA,1/2/2018,1/15/2018
SENIOR SOFTWARE ENGINEER,153774,SAN FRANCISCO CA,CA,6/4/2018,11/29/2018
SENIOR SOFTWARE ENGINEER,153774,SAN FRANCISCO CA,CA,3/29/2018,4/9/2018
SENIOR SOFTWARE ENGINEER,153774,SAN FRANCISCO CA,CA,2/22/2018,3/5/2018
SENIOR SOFTWARE ENGINEER,154315,BELLEVUE WA,WA,10/9/2018,10/22/2018
SENIOR SOFTWARE ENGINEER,154315,BELLEVUE WA,WA,9/12/2018,9/24/2018
SENIOR SOFTWARE ENGINEER,155147,PALO ALTO CA,CA,3/1/2018,8/15/2018
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,9/25/2018,3/7/2019
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,9/28/2018,3/7/2019
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,10/23/2018,4/18/2019
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,11/1/2018,11/15/2018
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,7/18/2018,1/3/2019
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,7/20/2018,8/6/2018
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,7/31/2018,8/13/2018
SENIOR SOFTWARE ENGINEER,157706,SAN FRANCISCO CA,CA,9/13/2018,3/7/2019
SENIOR SOFTWARE ENGINEER,164674,PALO ALTO CA,CA,11/2/2018,4/23/2019
SENIOR SOFTWARE ENGINEER,174117,SAN FRANCISCO CA,CA,11/1/2018,11/13/2018
SENIOR SOFTWARE ENGINEER,174117,SAN FRANCISCO CA,CA,8/29/2018,9/4/2018
SENIOR SOFTWARE ENGINEER,174117,SAN FRANCISCO CA,CA,8/30/2018,9/17/2018
SENIOR SOFTWARE ENGINEER SMTS,100714,INDIANAPOLIS IN,IN,7/31/2018,8/20/2018
SENIOR SOFTWARE ENGINEER - AUTHENTICATION TEAM,142168,SAN FRANCISCO CA,CA,6/8/2018,6/22/2018
SENIOR SOFTWARE ENGINEER - AUTHENTICATION TEAM,151590,BELLEVUE WA,WA,5/29/2018,6/11/2018
SENIOR SOFTWARE ENGINEER - BIG DATA,153774,SAN FRANCISCO CA,CA,5/2/2018,5/14/2018
SENIOR SOFTWARE ENGINEER - FULL STACK,121077,SAN FRANCISCO CA,CA,10/24/2018,11/5/2018
SENIOR SOFTWARE ENGINEER - IDENTITY,174117,SAN FRANCISCO CA,CA,8/31/2018,9/17/2018
SENIOR SOFTWARE ENGINEER IN TEST,95805,INDIANAPOLIS IN,IN,5/15/2018,11/13/2018
SENIOR SOFTWARE ENGINEER ANALYTICS,142168,SAN FRANCISCO CA,CA,3/12/2018,7/29/2018
SENIOR SOFTWARE ENGINEER HEALTH CLOUD,142168,SAN FRANCISCO CA,CA,4/5/2018,10/1/2018
SENIOR SOFTWARE ENGINEER INFRASTRUCTURE AUTOMATION,120578,GEORGTOWN TX,TX,4/10/2018,10/1/2018
SENIOR SOFTWARE ENGINEER INFRASTRUCTURE AUTOMATION,120578,GEORGTOWN TX,TX,4/20/2018,8/11/2018
SENIOR SOFTWARE ENGINEER PERFORMANCE,112403,CHICAGO IL,IL,10/18/2018,10/29/2018
SENIOR SOFTWARE ENGINEER PERFORMANCE,122429,SAN FRANCISCO CA,CA,2/2/2018,8/1/2018
SENIOR SOFTWARE ENGINEER PERFORMANCE,142168,SAN FRANCISCO CA,CA,3/23/2018,9/9/2018
SENIOR SOFTWARE ENGINEERING,142168,SAN FRANCISCO CA,CA,4/12/2018,8/16/2018
SENIOR SOFTWARE ENGNEER,142168,SAN FRANCISCO CA,CA,3/28/2018,9/15/2018
SENIOR SOFTWARE QUALITY ENGINEER,142168,SAN FRANCISCO CA,CA,2/23/2018,8/15/2018
SENIOR SOFTWARE QUALITY ENGINEER,142168,SAN FRANCISCO CA,CA,1/19/2018,2/5/2018
SENIOR SOLUTION ARCHITECT,119246,SAN FRANCISCO CA,CA,2/2/2018,7/27/2018
SENIOR SOLUTION ARCHITECT,119246,SAN FRANCISCO CA,CA,2/2/2018,7/27/2018
SENIOR SOLUTION ARCHITECT,120765,NEW YORK NY,NY,1/26/2018,2/5/2018
SENIOR SOLUTION ARCHITECT,127546,SAN FRANCISCO CA,CA,2/7/2018,7/27/2018
SENIOR SOLUTION ARCHITECT,133141,SAN FRANCISCO CA,CA,1/30/2018,7/27/2018
SENIOR SOLUTION ENGINEER,97885,LAWRENCEVILLE NJ,NJ,7/27/2018,8/9/2018
SENIOR SOLUTION ENGINEER,109616,LAWRENCEVILLE NJ,NJ,8/8/2018,8/9/2018
SENIOR SOLUTION ENGINEER,113069,LAWRENCEVILLE NJ,NJ,8/17/2018,8/27/2018
SENIOR SOURCING PARTNER,96824,SAN FRANCISCO CA,CA,7/9/2018,7/23/2018
SENIOR SUCCESS AGENT,86440,SAN FRANCISCO CA,CA,3/5/2018,8/2/2018
SENIOR SUCCESS AGENT,113900,SAN FRANCISCO CA,CA,8/15/2018,2/4/2019
SENIOR SUCCESS AGENT  TIER - ,66706,HILLSBORO OR,OR,4/11/2018,10/1/2018
SENIOR SUCCESS AGENT  TIER - ,76627,HILLSBORO OR,OR,4/3/2018,10/1/2018
SENIOR SUCCESS AGENT TIER ,81900,HILLSBORO OR,OR,4/6/2018,8/15/2018
SENIOR SUCCESS AGENT TIER ,83200,HILLSBORO OR,OR,3/26/2018,8/15/2018
SENIOR SUCCESS AGENT TIER ,82763,SAN FRANCISCO CA,CA,3/12/2018,8/15/2018
SENIOR SUCCESS AGENT TIER ,83845,HILLSBORO OR,OR,2/22/2018,8/2/2018
SENIOR SUCCESS AGENT TIER ,83845,HILLSBORO OR,OR,2/22/2018,8/22/2018
SENIOR SUCCESS AGENT TIER ,89898,SAN FRANCISCO CA,CA,4/17/2018,8/15/2018
SENIOR SUCCESS AGENT TIER ,89898,SAN FRANCISCO CA,CA,4/9/2018,8/15/2018
SENIOR SYSTEM ENGINEER,121597,SAN FRANCISCO CA,CA,1/18/2018,7/10/2018
SENIOR SYSTEM SPECIALIST,116002,HILLSBORO OR,OR,4/13/2018,10/5/2018
SENIOR SYSTEMS ENGINEER,157706,SAN FRANCISCO CA,CA,10/3/2018,10/15/2018
SENIOR SYSTEMS ENGINEER,157706,SAN FRANCISCO CA,CA,10/11/2018,4/12/2019
SENIOR TAX ASSOCIATE,105227,SAN FRANCISCO CA,CA,6/19/2018,12/17/2018
SENIOR TAX ASSOCIATE,107744,SAN FRANCISCO CA,CA,8/20/2018,12/26/2018
SENIOR TECHFORCE ANALYST,91160,DALLAS TX,TX,10/19/2018,11/5/2018
SENIOR TECHNICAL ARCHITECT,157706,SAN FRANCISCO CA,CA,10/25/2018,11/5/2018
SENIOR TECHNICAL CONSULTANT,87693,SMYRNA GA,GA,10/30/2018,5/1/2019
SENIOR TECHNICAL CONSULTANT,93538,SUN PRAIRIE WI,WI,8/17/2018,8/27/2018
SENIOR TECHNICAL CONSULTANT,94598,BLOOMINGTON IL,IL,6/26/2018,7/2/2018
SENIOR TECHNICAL CONSULTANT,103771,RALEIGH NC,NC,8/29/2018,9/10/2018
SENIOR TECHNICAL CONSULTANT,116501,CUMMING GA,GA,6/18/2018,7/2/2018
SENIOR TECHNICAL CONSULTANT,117333,CHESTER SPRINGS PA,PA,6/11/2018,12/10/2018
